1,4,1,1.000000
1,4,2,0.750000
1,4,3,0.500000
1,4,4,0.250000
2,4,1,1.000000
2,4,2,1.000000
2,4,3,0.937500
2,4,4,0.812500
2,4,5,0.625000
2,4,6,0.375000
2,4,7,0.187500
2,4,8,0.062500
3,4,1,1.000000
3,4,2,1.000000
3,4,3,1.000000
3,4,4,0.984375
3,4,5,0.937500
3,4,6,0.843750
3,4,7,0.687500
3,4,8,0.500000
3,4,9,0.312500
3,4,10,0.156250
3,4,11,0.062500
3,4,12,0.015625
4,4,1,1.000000
4,4,2,1.000000
4,4,3,1.000000
4,4,4,1.000000
4,4,5,0.996094
4,4,6,0.980469
4,4,7,0.941406
4,4,8,0.863281
4,4,9,0.742188
4,4,10,0.585938
4,4,11,0.414062
4,4,12,0.257812
4,4,13,0.136719
4,4,14,0.058594
4,4,15,0.019531
4,4,16,0.003906
5,4,1,1.000000
5,4,2,1.000000
5,4,3,1.000000
5,4,4,1.000000
5,4,5,1.000000
5,4,6,0.999023
5,4,7,0.994141
5,4,8,0.979492
5,4,9,0.945312
5,4,10,0.881836
5,4,11,0.783203
5,4,12,0.651367
5,4,13,0.500000
5,4,14,0.348633
5,4,15,0.216797
5,4,16,0.118164
5,4,17,0.054688
5,4,18,0.020508
5,4,19,0.005859
5,4,20,0.000977
6,4,1,1.000000
6,4,2,1.000000
6,4,3,1.000000
6,4,4,1.000000
6,4,5,1.000000
6,4,6,1.000000
6,4,7,0.999756
6,4,8,0.998291
6,4,9,0.993164
6,4,10,0.979492
6,4,11,0.950195
6,4,12,0.897461
6,4,13,0.815430
6,4,14,0.704102
6,4,15,0.570801
6,4,16,0.429199
6,4,17,0.295898
6,4,18,0.184570
6,4,19,0.102539
6,4,20,0.049805
6,4,21,0.020508
6,4,22,0.006836
6,4,23,0.001709
6,4,24,0.000244
7,4,1,1.000000
7,4,2,1.000000
7,4,3,1.000000
7,4,4,1.000000
7,4,5,1.000000
7,4,6,1.000000
7,4,7,1.000000
7,4,8,0.999939
7,4,9,0.999512
7,4,10,0.997803
7,4,11,0.992676
7,4,12,0.980286
7,4,13,0.955078
7,4,14,0.910645
7,4,15,0.841797
7,4,16,0.746948
7,4,17,0.629883
7,4,18,0.500000
7,4,19,0.370117
7,4,20,0.253052
7,4,21,0.158203
7,4,22,0.089355
7,4,23,0.044922
7,4,24,0.019714
7,4,25,0.007324
7,4,26,0.002197
7,4,27,0.000488
7,4,28,0.000061
8,4,1,1.000000
8,4,2,1.000000
8,4,3,1.000000
8,4,4,1.000000
8,4,5,1.000000
8,4,6,1.000000
8,4,7,1.000000
8,4,8,1.000000
8,4,9,0.999985
8,4,10,0.999863
8,4,11,0.999313
8,4,12,0.997482
8,4,13,0.992569
8,4,14,0.981461
8,4,15,0.959671
8,4,16,0.921951
8,4,17,0.863617
8,4,18,0.782318
8,4,19,0.679657
8,4,20,0.561737
8,4,21,0.438263
8,4,22,0.320343
8,4,23,0.217682
8,4,24,0.136383
8,4,25,0.078049
8,4,26,0.040329
8,4,27,0.018539
8,4,28,0.007431
8,4,29,0.002518
8,4,30,0.000687
8,4,31,0.000137
8,4,32,0.000015
9,4,1,1.000000
9,4,2,1.000000
9,4,3,1.000000
9,4,4,1.000000
9,4,5,1.000000
9,4,6,1.000000
9,4,7,1.000000
9,4,8,1.000000
9,4,9,1.000000
9,4,10,0.999996
9,4,11,0.999962
9,4,12,0.999790
9,4,13,0.999161
9,4,14,0.997307
9,4,15,0.992706
9,4,16,0.982796
9,4,17,0.963913
9,4,18,0.931675
9,4,19,0.881889
9,4,20,0.811886
9,4,21,0.721832
9,4,22,0.615494
9,4,23,0.500000
9,4,24,0.384506
9,4,25,0.278168
9,4,26,0.188114
9,4,27,0.118111
9,4,28,0.068325
9,4,29,0.036087
9,4,30,0.017204
9,4,31,0.007294
9,4,32,0.002693
9,4,33,0.000839
9,4,34,0.000210
9,4,35,0.000038
9,4,36,0.000004
10,4,1,1.000000
10,4,2,1.000000
10,4,3,1.000000
10,4,4,1.000000
10,4,5,1.000000
10,4,6,1.000000
10,4,7,1.000000
10,4,8,1.000000
10,4,9,1.000000
10,4,10,1.000000
10,4,11,0.999999
10,4,12,0.999990
10,4,13,0.999937
10,4,14,0.999727
10,4,15,0.999055
10,4,16,0.997241
10,4,17,0.992992
10,4,18,0.984180
10,4,19,0.967772
10,4,20,0.940068
10,4,21,0.897341
10,4,22,0.836821
10,4,23,0.757775
10,4,24,0.662303
10,4,25,0.555458
10,4,26,0.444542
10,4,27,0.337697
10,4,28,0.242225
10,4,29,0.163179
10,4,30,0.102659
10,4,31,0.059932
10,4,32,0.032228
10,4,33,0.015820
10,4,34,0.007008
10,4,35,0.002759
10,4,36,0.000945
10,4,37,0.000273
10,4,38,0.000063
10,4,39,0.000010
10,4,40,0.000001
11,4,1,1.000000
11,4,2,1.000000
11,4,3,1.000000
11,4,4,1.000000
11,4,5,1.000000
11,4,6,1.000000
11,4,7,1.000000
11,4,8,1.000000
11,4,9,1.000000
11,4,10,1.000000
11,4,11,1.000000
11,4,12,1.000000
11,4,13,0.999997
11,4,14,0.999981
11,4,15,0.999913
11,4,16,0.999677
11,4,17,0.998990
11,4,18,0.997254
11,4,19,0.993367
11,4,20,0.985547
11,4,21,0.971253
11,4,22,0.947340
11,4,23,0.910501
11,4,24,0.858001
11,4,25,0.788560
11,4,26,0.703089
11,4,27,0.605020
11,4,28,0.500000
11,4,29,0.394980
11,4,30,0.296911
11,4,31,0.211440
11,4,32,0.141999
11,4,33,0.089499
11,4,34,0.052660
11,4,35,0.028747
11,4,36,0.014453
11,4,37,0.006633
11,4,38,0.002746
11,4,39,0.001010
11,4,40,0.000323
11,4,41,0.000087
11,4,42,0.000019
11,4,43,0.000003
11,4,44,0.000000
12,4,1,1.000000
12,4,2,1.000000
12,4,3,1.000000
12,4,4,1.000000
12,4,5,1.000000
12,4,6,1.000000
12,4,7,1.000000
12,4,8,1.000000
12,4,9,1.000000
12,4,10,1.000000
12,4,11,1.000000
12,4,12,1.000000
12,4,13,1.000000
12,4,14,0.999999
12,4,15,0.999995
12,4,16,0.999973
12,4,17,0.999892
12,4,18,0.999640
12,4,19,0.998959
12,4,20,0.997322
12,4,21,0.993789
12,4,22,0.986855
12,4,23,0.974377
12,4,24,0.953660
12,4,25,0.921774
12,4,26,0.876101
12,4,27,0.815038
12,4,28,0.738667
12,4,29,0.649167
12,4,30,0.550772
12,4,31,0.449228
12,4,32,0.350833
12,4,33,0.261333
12,4,34,0.184962
12,4,35,0.123899
12,4,36,0.078226
12,4,37,0.046340
12,4,38,0.025623
12,4,39,0.013145
12,4,40,0.006211
12,4,41,0.002678
12,4,42,0.001041
12,4,43,0.000360
12,4,44,0.000108
12,4,45,0.000027
12,4,46,0.000005
12,4,47,0.000001
12,4,48,0.000000
13,4,1,1.000000
13,4,2,1.000000
13,4,3,1.000000
13,4,4,1.000000
13,4,5,1.000000
13,4,6,1.000000
13,4,7,1.000000
13,4,8,1.000000
13,4,9,1.000000
13,4,10,1.000000
13,4,11,1.000000
13,4,12,1.000000
13,4,13,1.000000
13,4,14,1.000000
13,4,15,1.000000
13,4,16,0.999998
13,4,17,0.999992
13,4,18,0.999965
13,4,19,0.999875
13,4,20,0.999616
13,4,21,0.998953
13,4,22,0.997428
13,4,23,0.994231
13,4,24,0.988086
13,4,25,0.977170
13,4,26,0.959167
13,4,27,0.931478
13,4,28,0.891643
13,4,29,0.837895
13,4,30,0.769743
13,4,31,0.688411
13,4,32,0.596959
13,4,33,0.500000
13,4,34,0.403041
13,4,35,0.311589
13,4,36,0.230257
13,4,37,0.162105
13,4,38,0.108357
13,4,39,0.068522
13,4,40,0.040833
13,4,41,0.022830
13,4,42,0.011914
13,4,43,0.005769
13,4,44,0.002572
13,4,45,0.001047
13,4,46,0.000384
13,4,47,0.000125
13,4,48,0.000035
13,4,49,0.000008
13,4,50,0.000002
13,4,51,0.000000
13,4,52,0.000000
14,4,1,1.000000
14,4,2,1.000000
14,4,3,1.000000
14,4,4,1.000000
14,4,5,1.000000
14,4,6,1.000000
14,4,7,1.000000
14,4,8,1.000000
14,4,9,1.000000
14,4,10,1.000000
14,4,11,1.000000
14,4,12,1.000000
14,4,13,1.000000
14,4,14,1.000000
14,4,15,1.000000
14,4,16,1.000000
14,4,17,1.000000
14,4,18,0.999997
14,4,19,0.999989
14,4,20,0.999957
14,4,21,0.999862
14,4,22,0.999602
14,4,23,0.998968
14,4,24,0.997557
14,4,25,0.994675
14,4,26,0.989229
14,4,27,0.979664
14,4,28,0.963975
14,4,29,0.939865
14,4,30,0.905046
14,4,31,0.857690
14,4,32,0.796923
14,4,33,0.723252
14,4,34,0.638778
14,4,35,0.547103
14,4,36,0.452897
14,4,37,0.361222
14,4,38,0.276748
14,4,39,0.203077
14,4,40,0.142310
14,4,41,0.094954
14,4,42,0.060135
14,4,43,0.036025
14,4,44,0.020336
14,4,45,0.010771
14,4,46,0.005325
14,4,47,0.002443
14,4,48,0.001032
14,4,49,0.000398
14,4,50,0.000138
14,4,51,0.000043
14,4,52,0.000011
14,4,53,0.000003
14,4,54,0.000000
14,4,55,0.000000
14,4,56,0.000000
15,4,1,1.000000
15,4,2,1.000000
15,4,3,1.000000
15,4,4,1.000000
15,4,5,1.000000
15,4,6,1.000000
15,4,7,1.000000
15,4,8,1.000000
15,4,9,1.000000
15,4,10,1.000000
15,4,11,1.000000
15,4,12,1.000000
15,4,13,1.000000
15,4,14,1.000000
15,4,15,1.000000
15,4,16,1.000000
15,4,17,1.000000
15,4,18,1.000000
15,4,19,0.999999
15,4,20,0.999996
15,4,21,0.999986
15,4,22,0.999951
15,4,23,0.999853
15,4,24,0.999597
15,4,25,0.998997
15,4,26,0.997700
15,4,27,0.995107
15,4,28,0.990281
15,4,29,0.981886
15,4,30,0.968183
15,4,31,0.947137
15,4,32,0.916644
15,4,33,0.874881
15,4,34,0.820728
15,4,35,0.754161
15,4,36,0.676514
15,4,37,0.590508
15,4,38,0.500000
15,4,39,0.409492
15,4,40,0.323486
15,4,41,0.245839
15,4,42,0.179272
15,4,43,0.125119
15,4,44,0.083356
15,4,45,0.052863
15,4,46,0.031817
15,4,47,0.018114
15,4,48,0.009719
15,4,49,0.004893
15,4,50,0.002300
15,4,51,0.001003
15,4,52,0.000403
15,4,53,0.000147
15,4,54,0.000049
15,4,55,0.000014
15,4,56,0.000004
15,4,57,0.000001
15,4,58,0.000000
15,4,59,0.000000
15,4,60,0.000000
16,4,1,1.000000
16,4,2,1.000000
16,4,3,1.000000
16,4,4,1.000000
16,4,5,1.000000
16,4,6,1.000000
16,4,7,1.000000
16,4,8,1.000000
16,4,9,1.000000
16,4,10,1.000000
16,4,11,1.000000
16,4,12,1.000000
16,4,13,1.000000
16,4,14,1.000000
16,4,15,1.000000
16,4,16,1.000000
16,4,17,1.000000
16,4,18,1.000000
16,4,19,1.000000
16,4,20,1.000000
16,4,21,0.999999
16,4,22,0.999995
16,4,23,0.999983
16,4,24,0.999947
16,4,25,0.999847
16,4,26,0.999600
16,4,27,0.999037
16,4,28,0.997851
16,4,29,0.995521
16,4,30,0.991244
16,4,31,0.983864
16,4,32,0.971872
16,4,33,0.953462
16,4,34,0.926711
16,4,35,0.889847
16,4,36,0.841603
16,4,37,0.781571
16,4,38,0.710478
16,4,39,0.630296
16,4,40,0.544129
16,4,41,0.455871
16,4,42,0.369704
16,4,43,0.289522
16,4,44,0.218429
16,4,45,0.158397
16,4,46,0.110153
16,4,47,0.073289
16,4,48,0.046538
16,4,49,0.028128
16,4,50,0.016136
16,4,51,0.008756
16,4,52,0.004479
16,4,53,0.002149
16,4,54,0.000963
16,4,55,0.000400
16,4,56,0.000153
16,4,57,0.000053
16,4,58,0.000017
16,4,59,0.000005
16,4,60,0.000001
16,4,61,0.000000
16,4,62,0.000000
16,4,63,0.000000
16,4,64,0.000000
17,4,1,1.000000
17,4,2,1.000000
17,4,3,1.000000
17,4,4,1.000000
17,4,5,1.000000
17,4,6,1.000000
17,4,7,1.000000
17,4,8,1.000000
17,4,9,1.000000
17,4,10,1.000000
17,4,11,1.000000
17,4,12,1.000000
17,4,13,1.000000
17,4,14,1.000000
17,4,15,1.000000
17,4,16,1.000000
17,4,17,1.000000
17,4,18,1.000000
17,4,19,1.000000
17,4,20,1.000000
17,4,21,1.000000
17,4,22,1.000000
17,4,23,0.999998
17,4,24,0.999994
17,4,25,0.999981
17,4,26,0.999943
17,4,27,0.999844
17,4,28,0.999607
17,4,29,0.999083
17,4,30,0.998002
17,4,31,0.995913
17,4,32,0.992120
17,4,33,0.985625
17,4,34,0.975110
17,4,35,0.958977
17,4,36,0.935473
17,4,37,0.902906
17,4,38,0.859933
17,4,39,0.805875
17,4,40,0.740987
17,4,41,0.666618
17,4,42,0.585193
17,4,43,0.500000
17,4,44,0.414807
17,4,45,0.333382
17,4,46,0.259013
17,4,47,0.194125
17,4,48,0.140067
17,4,49,0.097094
17,4,50,0.064527
17,4,51,0.041023
17,4,52,0.024890
17,4,53,0.014375
17,4,54,0.007880
17,4,55,0.004087
17,4,56,0.001998
17,4,57,0.000917
17,4,58,0.000393
17,4,59,0.000156
17,4,60,0.000057
17,4,61,0.000019
17,4,62,0.000006
17,4,63,0.000002
17,4,64,0.000000
17,4,65,0.000000
17,4,66,0.000000
17,4,67,0.000000
17,4,68,0.000000
18,4,1,1.000000
18,4,2,1.000000
18,4,3,1.000000
18,4,4,1.000000
18,4,5,1.000000
18,4,6,1.000000
18,4,7,1.000000
18,4,8,1.000000
18,4,9,1.000000
18,4,10,1.000000
18,4,11,1.000000
18,4,12,1.000000
18,4,13,1.000000
18,4,14,1.000000
18,4,15,1.000000
18,4,16,1.000000
18,4,17,1.000000
18,4,18,1.000000
18,4,19,1.000000
18,4,20,1.000000
18,4,21,1.000000
18,4,22,1.000000
18,4,23,1.000000
18,4,24,1.000000
18,4,25,0.999998
18,4,26,0.999993
18,4,27,0.999979
18,4,28,0.999941
18,4,29,0.999844
18,4,30,0.999619
18,4,31,0.999134
18,4,32,0.998152
18,4,33,0.996280
18,4,34,0.992915
18,4,35,0.987192
18,4,36,0.977958
18,4,37,0.963797
18,4,38,0.943117
18,4,39,0.914322
18,4,40,0.876047
18,4,41,0.827425
18,4,42,0.768353
18,4,43,0.699668
18,4,44,0.623200
18,4,45,0.541655
18,4,46,0.458345
18,4,47,0.376800
18,4,48,0.300332
18,4,49,0.231647
18,4,50,0.172575
18,4,51,0.123953
18,4,52,0.085678
18,4,53,0.056883
18,4,54,0.036203
18,4,55,0.022042
18,4,56,0.012808
18,4,57,0.007085
18,4,58,0.003720
18,4,59,0.001848
18,4,60,0.000866
18,4,61,0.000381
18,4,62,0.000156
18,4,63,0.000059
18,4,64,0.000021
18,4,65,0.000007
18,4,66,0.000002
18,4,67,0.000000
18,4,68,0.000000
18,4,69,0.000000
18,4,70,0.000000
18,4,71,0.000000
18,4,72,0.000000
19,4,1,1.000000
19,4,2,1.000000
19,4,3,1.000000
19,4,4,1.000000
19,4,5,1.000000
19,4,6,1.000000
19,4,7,1.000000
19,4,8,1.000000
19,4,9,1.000000
19,4,10,1.000000
19,4,11,1.000000
19,4,12,1.000000
19,4,13,1.000000
19,4,14,1.000000
19,4,15,1.000000
19,4,16,1.000000
19,4,17,1.000000
19,4,18,1.000000
19,4,19,1.000000
19,4,20,1.000000
19,4,21,1.000000
19,4,22,1.000000
19,4,23,1.000000
19,4,24,1.000000
19,4,25,1.000000
19,4,26,0.999999
19,4,27,0.999998
19,4,28,0.999993
19,4,29,0.999978
19,4,30,0.999939
19,4,31,0.999846
19,4,32,0.999635
19,4,33,0.999187
19,4,34,0.998296
19,4,35,0.996620
19,4,36,0.993635
19,4,37,0.988586
19,4,38,0.980466
19,4,39,0.968016
19,4,40,0.949799
19,4,41,0.924321
19,4,42,0.890228
19,4,43,0.846537
19,4,44,0.792873
19,4,45,0.729662
19,4,46,0.658219
19,4,47,0.580717
19,4,48,0.500000
19,4,49,0.419283
19,4,50,0.341781
19,4,51,0.270338
19,4,52,0.207127
19,4,53,0.153463
19,4,54,0.109772
19,4,55,0.075679
19,4,56,0.050201
19,4,57,0.031984
19,4,58,0.019534
19,4,59,0.011414
19,4,60,0.006365
19,4,61,0.003380
19,4,62,0.001704
19,4,63,0.000813
19,4,64,0.000365
19,4,65,0.000154
19,4,66,0.000061
19,4,67,0.000022
19,4,68,0.000007
19,4,69,0.000002
19,4,70,0.000001
19,4,71,0.000000
19,4,72,0.000000
19,4,73,0.000000
19,4,74,0.000000
19,4,75,0.000000
19,4,76,0.000000
20,4,1,1.000000
20,4,2,1.000000
20,4,3,1.000000
20,4,4,1.000000
20,4,5,1.000000
20,4,6,1.000000
20,4,7,1.000000
20,4,8,1.000000
20,4,9,1.000000
20,4,10,1.000000
20,4,11,1.000000
20,4,12,1.000000
20,4,13,1.000000
20,4,14,1.000000
20,4,15,1.000000
20,4,16,1.000000
20,4,17,1.000000
20,4,18,1.000000
20,4,19,1.000000
20,4,20,1.000000
20,4,21,1.000000
20,4,22,1.000000
20,4,23,1.000000
20,4,24,1.000000
20,4,25,1.000000
20,4,26,1.000000
20,4,27,1.000000
20,4,28,0.999999
20,4,29,0.999997
20,4,30,0.999992
20,4,31,0.999977
20,4,32,0.999939
20,4,33,0.999849
20,4,34,0.999652
20,4,35,0.999241
20,4,36,0.998435
20,4,37,0.996935
20,4,38,0.994284
20,4,39,0.989827
20,4,40,0.982676
20,4,41,0.971717
20,4,42,0.955650
20,4,43,0.933091
20,4,44,0.902721
20,4,45,0.863490
20,4,46,0.814825
20,4,47,0.756823
20,4,48,0.690368
20,4,49,0.617149
20,4,50,0.539555
20,4,51,0.460445
20,4,52,0.382851
20,4,53,0.309632
20,4,54,0.243177
20,4,55,0.185175
20,4,56,0.136510
20,4,57,0.097279
20,4,58,0.066909
20,4,59,0.044350
20,4,60,0.028283
